name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"kavala, greece",2021-01-11,13.1,8.6,11.3,13.1,8.6,11.3,10.5,94.5,2.396,100,8.33,rain,0,0.1,50,16.6,46.4,1012.9,98.2,8.7,32.4,2.7,1,,2021-01-11T07:46:20,2021-01-11T17:14:37,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-12,13,8.6,11.1,13,7.2,10.9,9.9,92.8,32.991,100,12.5,rain,0,0,45,19.8,68.7,1007.3,90.5,9,40.4,3.5,2,,2021-01-12T07:46:03,2021-01-12T17:15:42,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-13,10.1,5,7.9,10.1,2.6,6.4,3.7,76.4,0.946,100,4.17,rain,0,0,42.5,18.4,75,1006.8,68.9,10,74.8,6.6,3,,2021-01-13T07:45:43,2021-01-13T17:16:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-14,8,2,5.3,8,1.3,4,0.1,71,0.473,100,4.17,rain,0.2,0.1,31.7,14.8,269.9,1009.7,66.2,10,87.1,7.5,4,,2021-01-14T07:45:21,2021-01-14T17:17:54,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-15,8,0.2,4.7,6.8,-0.8,3.1,-3.1,57.7,0.2,100,8.33,rain,0,0.1,53.6,14.8,48.1,1013.9,41,10,101.8,8.9,4,,2021-01-15T07:44:57,2021-01-15T17:19:02,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-16,5,-0.3,3.2,4,-3,0.8,-3.3,63.9,0.06,100,8.33,"rain,snow",0,0.3,33.5,20,35.7,1012.3,97.3,10,57.4,4.8,3,,2021-01-16T07:44:30,2021-01-16T17:20:10,0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-17,3,-2.9,0.8,1.6,-5.8,-1.6,-9.3,47.5,0,0,0,,0,0.2,44.6,13.3,52.7,1014.7,59.7,10,100.5,8.8,4,,2021-01-17T07:44:02,2021-01-17T17:21:19,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-18,3,-5,-0.7,3,-8.3,-2.6,-7.8,61.2,0.5,100,20.83,"rain,snow",0,0.2,26.6,13.7,76.1,1021.4,23.1,10,114.4,9.9,5,,2021-01-18T07:43:31,2021-01-18T17:22:29,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-19,5,-5.8,0.1,5,-5.8,-1.1,-6.2,63.8,0,0,0,,0,0.1,33.5,11.2,32.1,1024.3,23.9,10,109.6,9.6,5,,2021-01-19T07:42:58,2021-01-19T17:23:39,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-20,8,-4.8,2.5,7.9,-4.8,1.5,-3.5,66.6,0,0,0,,0,0,20.2,18.4,254.1,1026,9,10,115.4,9.9,5,,2021-01-20T07:42:23,2021-01-20T17:24:51,0.25,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-21,11,-2.6,4.9,11,-2.9,4.2,1.4,78.7,0,0,0,,0,0,16.2,14.8,300.2,1025.6,44.7,10,106,9.2,4,,2021-01-21T07:41:46,2021-01-21T17:26:02,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-22,13,0.7,7.4,13,0.7,6.9,4.6,83.6,0,0,0,,0,0,16.2,9.4,340.8,1021.4,43.1,10,96.7,8.2,4,,2021-01-22T07:41:07,2021-01-22T17:27:14,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-23,16,3.2,9.8,16,3.2,9.6,7.6,87.4,0.005,100,4.17,rain,0,0,35.6,16.9,337.8,1013.8,74.6,10,77.1,6.6,4,,2021-01-23T07:40:26,2021-01-23T17:28:27,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-24,14,7.9,11.4,14,5.7,11.1,7.4,77.3,0.5,100,4.17,rain,0,0,43.9,24.1,224,1007.4,52.4,10,108.8,9.3,5,,2021-01-24T07:39:43,2021-01-24T17:29:40,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-25,16,5.1,12.9,16,4,12.8,7.3,69.8,0.125,100,4.17,rain,0,0,57.2,32.6,223.7,1003.2,59.7,10,93.9,8,4,,2021-01-25T07:38:58,2021-01-25T17:30:54,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-26,12,2.7,9.2,12,2.7,8.4,5.2,77,9,100,8.33,rain,0,0,38.9,20.2,5.1,1003,64.2,9.2,43,3.5,3,,2021-01-26T07:38:11,2021-01-26T17:32:07,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-27,8,2.8,4.8,6,-0.8,3,-1.3,66.5,8.511,100,4.17,rain,0.5,1.6,50,22.3,312.4,1004,92.8,10,56,4.8,3,,2021-01-27T07:37:22,2021-01-27T17:33:22,0.46,"Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-28,7,-0.4,3.4,4,-2.6,0.8,-6.4,50.5,0,0,0,,0,0.9,40.7,24.1,275.7,1012.2,21.5,10,116.7,10,5,,2021-01-28T07:36:31,2021-01-28T17:34:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-29,11,-2.6,4.9,11,-2.6,3.8,-2.5,60.7,0,0,0,,0,0.4,32.4,17.9,255.9,1010.5,69.2,10,116.1,10.1,5,,2021-01-29T07:35:38,2021-01-29T17:35:50,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-30,13,4.4,8.1,13,3.3,7.2,5,81.6,0.9,100,4.17,rain,0,0,46.4,23.8,280.4,1000.5,64.1,10,79.9,6.8,4,,2021-01-30T07:34:44,2021-01-30T17:37:05,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-01-31,15,2,9,15,2,8.6,5.9,81.8,0.4,100,8.33,rain,0,0,27.7,14.8,47.9,1006.2,44.5,10,94.6,8.2,4,,2021-01-31T07:33:48,2021-01-31T17:38:20,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-02-01,16.1,8,13.8,16.1,6.1,13.6,11.4,86,2.706,100,12.5,rain,0,0,52.6,40.7,204.6,1003,63.9,9.9,64.4,5.5,2,,2021-02-01T07:32:50,2021-02-01T17:39:35,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-02-02,17,7,11.8,17,5.6,11.4,10.1,89.8,0,0,0,,0,0,16.6,14.8,69.9,1010.6,27.5,9.9,102.4,8.9,4,,2021-02-02T07:31:50,2021-02-02T17:40:50,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-03,15,6,11.1,15,4.5,11,9,87.7,0,0,0,,0,0,20.2,14.8,265,1016.1,34.8,9.6,121.7,10.6,5,,2021-02-03T07:30:49,2021-02-03T17:42:05,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-04,13,3.9,9.2,13,3.9,9.2,8.3,94.5,0,0,0,,0,0,20.2,9.4,214.1,1015.5,59.6,4.1,130.3,11.3,5,,2021-02-04T07:29:46,2021-02-04T17:43:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-05,15.1,5,9.4,15.1,4.4,9.3,8.4,94.2,0,0,0,,0,0,14.8,11.2,209.6,1019,50.7,4,126,10.7,5,,2021-02-05T07:28:41,2021-02-05T17:44:34,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-02-06,14,7.9,10.7,14,7.4,10.6,9.4,92.3,0,0,0,,0,0,19.8,11.2,236.4,1016.6,81.3,6,120,10.5,5,,2021-02-06T07:27:35,2021-02-06T17:45:49,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-07,16,8,11.4,16,8,11.3,9.2,86.8,0.005,100,4.17,rain,0,0,14.4,11.2,316,1013,37.6,9.5,121.7,10.6,5,,2021-02-07T07:26:27,2021-02-07T17:47:04,0.84,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-08,18,9,13.6,18,7.9,13.5,9.9,78.5,0.257,100,4.17,rain,0,0,76.4,50.5,190.8,1004.6,61.2,8.6,57.9,4.8,2,,2021-02-08T07:25:18,2021-02-08T17:48:18,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-09,17,9.8,13.5,17,9.1,13.4,9,75.1,0.059,100,8.33,rain,0,0,40.8,23.4,242.2,1009,37.5,10,125.5,10.8,5,,2021-02-09T07:24:08,2021-02-09T17:49:33,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-10,15,10,12.8,15,8.7,12.7,9.2,78.9,0.422,100,4.17,rain,0,0,24.8,20.5,233.4,1011,33.6,10,139.8,12,6,,2021-02-10T07:22:56,2021-02-10T17:50:47,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-11,17,8.9,12,17,7.5,11.6,9.2,82.8,8,100,29.17,rain,0,0,45.4,18.4,23.8,1007.1,55.1,10,61.9,5.2,3,,2021-02-11T07:21:42,2021-02-11T17:52:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-12,11,2,7.8,11,-0.4,5.8,0.8,62.3,0.5,100,16.67,rain,0,0.1,50,31.7,270,1016.8,25,10,106.3,9.2,4,,2021-02-12T07:20:28,2021-02-12T17:53:15,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,LGKV
"kavala, greece",2021-02-13,3,-2,0.9,1,-8.8,-3.5,-4.8,67.8,0.005,100,4.17,"rain,snow",1.4,0.4,35.6,27.9,74.7,1025.3,75.1,8,49,4.2,2,,2021-02-13T07:19:11,2021-02-13T17:54:29,0.05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-02-14,0,-4,-2.1,-1,-11,-6.4,-5.4,78.5,5.257,100,12.5,"rain,snow",5.4,3.5,46.1,37.1,57.1,1024.3,100,7.1,52.5,4.6,2,,2021-02-14T07:17:54,2021-02-14T17:55:42,0.08,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-15,6,-3.1,0.8,5,-6.7,-1.5,-8.4,52.2,0,0,0,,0,3.6,39.2,18.4,23.3,1027.2,44.3,10,162.8,14.1,6,,2021-02-15T07:16:36,2021-02-15T17:56:56,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-16,5,-3,0.5,2.1,-6.4,-2.9,-6.9,59,0,0,0,,0,4.1,35.3,24.1,64.5,1025.8,30.1,10,153.4,13.3,6,,2021-02-16T07:15:16,2021-02-16T17:58:09,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-17,5,-6.4,0.4,3,-10.1,-2.2,-5.2,67,0,0,0,,0,3,28.8,16.6,62.5,1023.5,33.2,10,166.8,14.3,6,,2021-02-17T07:13:55,2021-02-17T17:59:21,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-02-18,12,1,6.1,12,-1.4,4.9,0.6,69.5,0,0,0,,0,0.7,50,22.3,164.2,1018.8,54.6,10,156.3,13.6,6,,2021-02-18T07:12:33,2021-02-18T18:00:34,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-19,9,3.9,7.1,6.9,1.6,4.8,2.9,74.6,0.8,100,20.83,rain,0,0.1,28.8,22.3,67.5,1027.2,63.7,10,75.3,6.6,3,,2021-02-19T07:11:09,2021-02-19T18:01:46,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-20,9,6,7.1,7.2,3,4.7,3.8,79.9,3.2,100,91.67,rain,0,0,20.2,16.6,48.1,1027.6,95.5,10,57.6,4.8,2,,2021-02-20T07:09:45,2021-02-20T18:02:58,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LGKV,remote"
"kavala, greece",2021-02-21,11,4,7,11,0.5,5.1,2.7,74.6,0.1,100,4.17,rain,0,0,24.1,22.3,81.8,1030.8,42.1,10,143.1,12.4,5,,2021-02-21T07:08:20,2021-02-21T18:04:09,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-02-22,12.1,1,6.5,12.1,-1.4,5.7,3.6,82.6,0,0,0,,0,0,16.9,11.2,85.8,1030.8,25,9.5,168.5,14.5,6,,2021-02-22T07:06:54,2021-02-22T18:05:20,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-02-23,15.1,1,7.6,15.1,-1.4,6.9,5.2,86.7,0,0,0,,0,0,13,14.8,66,1030.3,6.9,7.5,175.6,15,6,,2021-02-23T07:05:27,2021-02-23T18:06:31,0.37,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-24,16.1,3,8.8,16.1,0.9,8.3,5,79.9,0,0,0,,0,0,20.5,16.6,93,1031.7,17.9,9.2,175,15.1,6,,2021-02-24T07:03:58,2021-02-24T18:07:42,0.41,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-25,14.1,4,8.5,14.1,1.2,7.9,6.2,86.2,0,0,0,,0,0,22.3,13,85.3,1033.3,34.6,8.9,166.5,14.4,6,,2021-02-25T07:02:29,2021-02-25T18:08:52,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-26,15,3.9,9.2,15,2.1,8.6,6.3,83.3,0,0,0,,0,0,15.5,18.4,140.8,1027.5,7.9,8.8,180.3,15.7,7,,2021-02-26T07:01:00,2021-02-26T18:10:02,0.47,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-27,16.1,4,10,16.1,2.1,9.8,6.7,81.4,0,0,0,,0,0,14,11.2,231.7,1019.6,7.6,9.5,183.1,16,7,,2021-02-27T06:59:29,2021-02-27T18:11:12,0.5,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-02-28,13,7,10.5,13,5.5,9.9,3.2,63.9,0,0,0,,0,0,46.4,33.5,99.3,1025.7,58.1,9.8,131.6,11.5,5,,2021-02-28T06:57:58,2021-02-28T18:12:21,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16624099999,LGKV"
"kavala, greece",2021-03-01,13.1,4,8.8,13.1,2.8,7.8,3.9,72.4,0.946,100,4.17,rain,0,0,42.5,24.1,76.2,1027,55.2,9.9,140,11.9,5,,2021-03-01T06:56:25,2021-03-01T18:13:30,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16606099999,16624099999,LGKV"
"kavala, greece",2021-03-02,12.1,4,7.9,12.1,1.2,6.6,1.1,63.9,0,0,0,,0,0,35.3,25.9,88,1031.1,47.8,10,178.1,15.3,6,,2021-03-02T06:54:53,2021-03-02T18:14:39,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-03-03,15.1,0,7.6,15.1,-2.6,6.8,2.3,70.3,0,0,0,,0,0,20.2,16.6,192.2,1028.6,8,10,196.5,17,7,,2021-03-03T06:53:19,2021-03-03T18:15:48,0.64,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-03-04,14.1,3,8.5,14.1,1.6,7.6,4.7,77.6,0,0,0,,0,0,20.9,14.8,96.5,1023.3,10.5,10,190,16.4,7,,2021-03-04T06:51:45,2021-03-04T18:16:56,0.68,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-03-05,16.1,2,9.3,16.1,0.5,8.8,6.6,83.9,0,0,0,,0,0,18.4,11.2,244,1016.5,35.6,10,202.1,17.4,7,,2021-03-05T06:50:10,2021-03-05T18:18:04,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-03-06,16.1,7,11.3,16.1,3,10.5,7.6,79.2,0.284,100,4.17,rain,0,0,34.2,31.7,79.1,1019.1,72.3,10,158.6,13.6,6,,2021-03-06T06:48:35,2021-03-06T18:19:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-03-07,9,4.1,6.9,8,2,4.5,1.6,69.9,0.757,100,4.17,rain,0,0,33.8,23.5,91.9,1025.8,80.9,10,106.2,9.2,4,,2021-03-07T06:46:59,2021-03-07T18:20:19,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16606099999,16624099999,LGKV"
"kavala, greece",2021-03-08,12.1,3,7.1,12.1,0.9,6.3,3.4,77.6,0,0,0,,0,0,24.5,18.4,225.7,1017.3,48.8,10,116.9,9.9,4,,2021-03-08T06:45:23,2021-03-08T18:21:26,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-03-09,13,6,9.6,13,4.4,9.1,5.1,74.2,0.049,100,8.33,rain,0,0,18,17.4,85,1015.7,64.6,10,75.6,6.6,3,,2021-03-09T06:43:46,2021-03-09T18:22:33,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16606099999,16624099999,LGKV"
"kavala, greece",2021-03-10,13,7,9.8,13,4.5,8.9,4.3,70.1,0.211,100,4.17,rain,0,0,25.9,16.6,83.1,1011.9,80.7,9.9,112.6,9.7,4,,2021-03-10T06:42:08,2021-03-10T18:23:39,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16606099999,16624099999,LGKV"
"kavala, greece",2021-03-11,10.1,5,7.7,10.1,3.3,6.1,3,73.8,0.258,100,8.33,rain,0,0,31.7,24.1,82,1015.9,90.5,10,131.9,11.4,5,,2021-03-11T06:40:31,2021-03-11T18:24:46,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-03-12,10,2.8,6.4,9,0.2,4.7,2.3,74.9,0,0,0,,0,0,23.4,15.7,56.7,1021.3,66.2,10,105.5,9,4,,2021-03-12T06:38:53,2021-03-12T18:25:52,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-03-13,14,3,8.8,14,3,8.6,6,83.5,0,0,0,,0,0,28.1,22.3,244.4,1016.9,29.4,10,187.1,16.1,6,,2021-03-13T06:37:14,2021-03-13T18:26:58,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-03-14,17,9,12.3,17,7.9,12.1,9.6,84.1,0,0,0,,0,0,25.9,12.6,78.2,1012.5,58.5,10,159.4,13.7,6,,2021-03-14T06:35:35,2021-03-14T18:28:03,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV"
"kavala, greece",2021-03-15,16,8.7,11.9,16,7.2,11.6,9.8,87.1,0.027,100,4.17,rain,0,0,46.4,29.5,257.6,1000.5,50,9.9,147.5,12.7,6,,2021-03-15T06:33:56,2021-03-15T18:29:09,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-03-16,14,7,9.3,14,4.2,7.5,2.9,65.7,1.946,100,4.17,rain,0,0,42.5,27.7,277.2,998.7,75.7,10,115.4,9.9,4,,2021-03-16T06:32:17,2021-03-16T18:30:14,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-03-17,14,5.7,9.6,14,3.3,8.3,0,52,0,0,0,,0,0,46.4,27.7,280.8,1003.3,70.6,10,145.8,12.6,5,,2021-03-17T06:30:38,2021-03-17T18:31:19,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-03-18,11.1,3.1,7.6,11.1,2.8,6.6,1.4,65.6,0.189,100,4.17,rain,0,0,35.3,16.5,59.1,1010.9,48.7,10,175.9,15,6,,2021-03-18T06:28:58,2021-03-18T18:32:24,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-03-19,9,4,6.2,7.3,-0.1,3.9,3.1,81,11.506,100,8.33,rain,0,0.3,22.7,22.3,63.1,1014,84,9.3,119.6,10.3,6,,2021-03-19T06:27:18,2021-03-19T18:33:29,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16606099999,16624099999,LGKV,remote"
"kavala, greece",2021-03-20,9,5,6.8,6.4,2.5,4.6,3.8,81.6,0.924,100,12.5,rain,0,0,27.7,18.4,58,1016.6,98.8,10,68.7,5.9,3,,2021-03-20T06:25:38,2021-03-20T18:34:34,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"16606099999,16624099999,LGKV,remote"
